figure_no,figure_id,caption_original,caption_ru,api_page,pdf_page,block_id,candidate_id,block_type,original_text,ru_text,stage3_translate,stage3_status,stage3_confidence,bbox_pdf_points_stage3,bbox_crop_pixels_stage3,bbox_asset_pixels_stage3k,bbox_tight_ink_stage3k,bbox_safe_stage3k,line_bboxes_stage3k,replacement_bbox_stage3l,font_size_stage3l,wrapped_ru_stage3l,master_status,action,source_of_approval,source_detail,figure_accepted_keep,user_scope_note,user_policy_note,s49_rebuild_required,do_not_use_v3_mass_output_as_approval
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-017,,note,NOTE 2 Spiral wound gaskets require a minimum surface roughness. Appendix C of ASME PCC-1 recommends a 3.2 to 6.4 μm (128 to 250 μin.) finish.,"ПРИМЕЧАНИЕ 2. Для спирально-навитых прокладок требуется минимальная шероховатость поверхности. Приложение C ASME PCC-1 рекомендует обработку поверхности 3,2–6,4 мкм (128–250 микродюймов).",True,ok,0.75,"[55.94, 528.15, 514.45, 547.15]","[32, 896, 949, 934]",,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-018,,note,"NOTE 3 With Class 900 and higher flanges, 3/4 NPS SW connections have been used for additional strength.",ПРИМЕЧАНИЕ 3. Для фланцев Class 900 и выше для повышения прочности применялись муфтовые приварные присоединения NPS 3/4.,True,ok,0.75,"[55.94, 555.15, 497.53, 564.48]","[32, 950, 915, 969]",,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-019,,note,NOTE 4 A jack screw hole with an associated notch in each flange of the pair is provided to help spread the flanges while installing the orifice plate.,ПРИМЕЧАНИЕ 4. Отверстие под отжимной винт с соответствующей выемкой в каждом фланце пары предусматривается для разведения фланцев при установке диафрагмы.,True,ok,0.75,"[55.95, 572.16, 495.0, 591.16]","[32, 984, 910, 1022]",,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-020,,note,"NOTE 5 To avoid interfering with the orifice paddle, repositioning the jack screws one bolt removed from the pressure taps may be considered.","ПРИМЕЧАНИЕ 5. Чтобы исключить помехи рукоятке диафрагмы, можно рассмотреть перенос отжимных винтов на один болт от отборов давления.",True,ok,0.55,,,,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-021,,note,"NOTE 6 The tap diameter (D) of the orifice flanges smaller than 3 in. is 6.4 mm (1/4 in.) and the tap diameter for a 3 in. flange pair is 9.5 mm (3/8 in.). These diameters should be maintained for a minimum distance of 2.5D from the pipe ID. Otherwise, the standard tap diameter is 12.7 mm (1/2 in.).","ПРИМЕЧАНИЕ 6. Диаметр отбора (D) для фланцев диафрагмы размером менее 3″ составляет 6,4 мм (1/4″), а для пары фланцев 3″ — 9,5 мм (3/8″). Эти диаметры должны сохраняться на минимальном расстоянии 2,5D от внутреннего диаметра трубы. В остальных случаях стандартный диаметр отбора составляет 12,7 мм (1/2″).",True,ok,0.75,"[55.95, 626.16, 516.01, 655.48]","[32, 1092, 952, 1151]",,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-022,,note,"NOTE 7 Unless otherwise specified, two taps 180° apart are drilled into an orifice flange.","ПРИМЕЧАНИЕ 7. Если не указано иное, во фланце диафрагмы выполняются два отбора, расположенные под углом 180° друг к другу.",True,ok,0.75,"[55.95, 663.16, 417.03, 672.16]","[32, 1166, 754, 1184]",,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-023,,note,"NOTE 8 Engrave UPSTREAM; measured bore; the instrument tag; flange size; ratings, and facing; plate material; and plate type. The size of the weep hole, if any, shall be placed on the seventh line.","ПРИМЕЧАНИЕ 8. Выполнить гравировку: UPSTREAM (вверх по потоку); измеренный диаметр отверстия; позиционное обозначение прибора; размер фланца; класс давления и тип уплотнительной поверхности; материал диафрагмы; тип диафрагмы. Размер дренажного отверстия, если оно предусмотрено, должен быть указан седьмой строкой.",True,ok,0.55,,,,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
17,Figure 17,Figure 17—Orifice Flanges,Рисунок 17 — Фланцы диафрагмы,66,74,block-024,,note_group,"Note 2
Note 4
Note 6
Note 7
Note 1
NOTE 1 The tap dimension from the flange face exceeds the standard 25.4 mm (1.0 in.) when 3.2 mm (1/8 in.) spiral wound gaskets are used. For ≥0.4 β 2 in. and 3 in. NPS and ≥0.65 β for sizes 4 in. NPS and larger, repositioning the tap 1.59 mm (1/16 in.) closer to the flange face should be considered. See API MPMS Chapter 14.3 for the effect on the metering accuracy by non-standard orifice tap placement.
NOTE 2 Spiral wound gaskets require a minimum surface roughness. Appendix C of ASME PCC-1 recommends a 3.2 to 6.4 μm (128 to 250 μin.) finish.
NOTE 3 With Class 900 and higher flanges, 3/4 NPS SW connections have been used for additional strength.
NOTE 4 A jack screw hole with an associated notch in each flange of the pair is provided to help spread the flanges while installing the orifice plate.
NOTE 5 To avoid interfering with the orifice paddle, repositioning the jack screws one bolt removed from the pressure taps may be considered.
NOTE 6 The tap diameter (D) of the orifice flanges smaller than 3 in. is 6.4 mm (1/4 in.) and the tap diameter for a 3 in. flange pair is 9.5 mm (3/8 in.). These diameters should be maintained for a minimum distance of 2.5D from the pipe ID. Otherwise, the standard tap diameter is 12.7 mm (1/2 in.).
NOTE 7 Unless otherwise specified, two taps 180° apart are drilled into an orifice flange.
NOTE 8 Engrave UPSTREAM; measured bore; the instrument tag; flange size; ratings, and facing; plate material; and plate type. The size of the weep hole, if any, shall be placed on the seventh line.","Примечание 2 Примечание 4 Примечание 6 Примечание 7 Примечание 1 ПРИМЕЧАНИЕ 1. Размер от оси отбора до поверхности фланца превышает стандартные 25,4 мм (1.0″), когда применяются спирально-навитые прокладки толщиной 3,2 мм (1/8″). При β ≥ 0,4 для NPS 2″ и 3″, а также при β ≥ 0,65 для размеров NPS 4″ и более следует рассмотреть смещение отбора на 1,59 мм (1 16″) ближе к поверхности фланца. Влияние нестандартного расположения отбора диафрагмы на точность измерения см. в API MPMS, глава 14.3. ПРИМЕЧАНИЕ 2. Для спирально-навитых прокладок требуется минимальная шероховатость поверхности. Приложение C ASME PCC-1 рекомендует обработку поверхности 3,2–6,4 мкм (128–250 микродюймов). ПРИМЕЧАНИЕ 3. Для фланцев Class 900 и выше для повышения прочности применялись муфтовые приварные присоединения NPS 3/4. ПРИМЕЧАНИЕ 4. Отверстие под отжимной винт с соответствующей выемкой в каждом фланце пары предусматривается для разведения фланцев при установке диафрагмы. ПРИМЕЧАНИЕ 5. Чтобы исключить помехи рукоятке диафрагмы, можно рассмотреть перенос отжимных винтов на один болт от отборов давления. ПРИМЕЧАНИЕ 6. Диаметр отбора (D) для фланцев диафрагмы размером менее 3″ составляет 6,4 мм (1/4″), а для пары фланцев 3″ — 9,5 мм (3/8″). Эти диаметры должны сохраняться на минимальном расстоянии 2,5D от внутреннего диаметра трубы. В остальных случаях стандартный диаметр отбора составляет 12,7 мм (1/2″). ПРИМЕЧАНИЕ 7. Если не указано иное, во фланце диафрагмы выполняются два отбора, расположенные под углом 180° друг к другу. ПРИМЕЧАНИЕ 8. Выполнить гравировку: UPSTREAM (вверх по потоку); измеренный диаметр отверстия; позиционное обозначение прибора; размер фланца; класс давления и тип уплотнительной поверхности; материал диафрагмы; тип диафрагмы. Размер дренажного отверстия, если оно предусмотрено, должен быть указан седьмой строкой.",False,coordinates_only,,"[55.94, 196.08, 539.15, 672.16]",,"[683, 195, 736, 213]","[684, 196, 740, 217]","[682, 194, 742, 219]",,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_nontranslated_protected,caption/note is outside crop or represented as HTML,no,,,yes,yes
18,Figure 18,Figure 18—Integral Orifice Meter Run,Рисунок 18 — Измерительный участок со встроенной диафрагмой,67,75,block-001,,caption,Figure 18—Integral Orifice Meter Run,Рисунок 18 — Измерительный участок со встроенной диафрагмой,True,caption,0.95,"[224.51, 479.39, 399.85, 490.5]",,,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,yes,,,no,yes
18,Figure 18,Figure 18—Integral Orifice Meter Run,Рисунок 18 — Измерительный участок со встроенной диафрагмой,67,75,block-002,,callout,No separate labels inside the graphic area.,Внутри графической области отдельных текстовых надписей нет.,False,control_note,0.55,,,,,,,,,,not_for_translation,protect_do_not_translate,stage3_source_nontranslated_protected,control_note,yes,,,no,yes
